Time(jday),AVRAD(MJ/m2/d),Temperature(oC),CO2,FGMAX(mgCO2/m2/s),EFF(mgCO2/J),SLA*10000,LAI,GPHOT (gCH2O/m2/d),RGR_AV(1/d),MAINT(gCH2O/m2/d),GTW(g/m2/d),WTW(g/m2),WTW-WRT(g/m2),WLV(g/m2),WLV+WST(g/m2),WSO(g/m2),WRT(g/m2),WLVE(g/m2),WSTE(g/m2),WSOE(g/m2),DPARDF(MJ/m2/d),DPARDR(MJ/m2/d)
231,24.79,23.0,25.0,0.06,0.0,186.18,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.69,5.62
232,26.51,23.0,25.0,0.06,0.0,186.83,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.73,6.15
233,24.01,23.0,25.0,0.06,0.0,187.51,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.51,5.52
234,19.88,23.0,25.0,0.06,0.0,188.2,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.59,4.11
235,19.77,23.0,25.0,0.06,0.0,188.92,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.78,3.75
236,24.45,23.0,25.0,0.06,0.0,189.66,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.56,5.72
237,21.83,23.0,25.0,0.06,0.0,190.43,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.43,4.98
238,14.03,23.0,25.0,0.06,0.0,191.22,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.69,1.97
239,19.38,23.0,25.0,0.06,0.0,192.03,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.72,3.9
240,17.99,23.0,25.0,0.06,0.0,192.86,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.74,3.49
241,13.94,23.0,25.0,0.06,0.0,193.71,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.92,1.7
242,20.76,23.0,25.0,0.06,0.0,194.58,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.35,4.72
243,22.87,23.0,25.0,0.06,0.0,195.48,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.47,5.26
244,22.39,23.0,25.0,0.06,0.0,196.4,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.6,2.42,5.11
