Time(jday),AVRAD(MJ/m2/d),Temperature(oC),CO2,FGMAX(mgCO2/m2/s),EFF(mgCO2/J),SLA*10000,LAI,GPHOT (gCH2O/m2/d),RGR_AV(1/d),MAINT(gCH2O/m2/d),GTW(g/m2/d),WTW(g/m2),WTW-WRT(g/m2),WLV(g/m2),WLV+WST(g/m2),WSO(g/m2),WRT(g/m2),WLVE(g/m2),WSTE(g/m2),WSOE(g/m2),DPARDF(MJ/m2/d),DPARDR(MJ/m2/d)
247,14.02,23.0,24.0,0.06,0.0,199.27,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.03,2.56
248,18.02,23.0,24.0,0.06,0.0,200.27,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.33,3.69
249,22.02,23.0,24.0,0.06,0.0,201.28,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.25,4.94
250,19.53,23.0,24.0,0.06,0.0,202.32,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.31,3.98
251,19.12,23.0,24.0,0.06,0.0,203.37,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.27,3.93
252,15.46,23.0,24.0,0.06,0.0,204.45,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.41,2.63
253,4.43,23.0,24.0,0.06,0.0,205.54,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.47,0.01
254,12.36,23.0,24.0,0.06,0.0,206.65,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.39,1.65
255,11.98,23.0,24.0,0.06,0.0,207.78,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.24,1.76
256,14.11,23.0,24.0,0.06,0.0,208.92,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.54,2.01
257,14.78,23.0,24.0,0.06,0.0,210.08,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.28,2.56
258,17.66,23.0,24.0,0.06,0.0,211.26,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.17,3.6
259,20.02,23.0,24.0,0.06,0.0,212.45,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.12,4.37
260,17.67,23.0,24.0,0.06,0.0,213.66,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.07,3.53
261,11.7,23.0,24.0,0.06,0.0,214.89,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.57,1.19
262,4.5,23.0,24.0,0.06,0.0,216.13,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.43,0.04
263,14.26,23.0,24.0,0.06,0.0,217.39,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.8,2.98
264,16.01,23.0,24.0,0.06,0.0,218.66,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.08,3.15
265,18.63,23.0,24.0,0.06,0.0,219.94,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.03,4.07
266,17.55,23.0,24.0,0.06,0.0,221.24,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.94,3.75
267,11.62,23.0,24.0,0.06,0.0,222.55,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.95,1.84
268,6.63,23.0,24.0,0.06,0.0,223.87,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.04,0.13
269,17.11,23.0,24.0,0.06,0.0,225.21,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.9,3.56
270,15.93,23.0,24.0,0.06,0.0,226.56,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.83,3.45
271,15.24,23.0,24.0,0.06,0.0,227.92,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.78,3.24
272,8.76,23.0,24.0,0.06,0.0,229.29,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.22,0.56
273,12.12,23.0,24.0,0.06,0.0,230.67,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.75,2.26
274,2.65,23.0,24.0,0.06,0.0,232.06,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.89,-0.0
275,4.05,23.0,24.0,0.06,0.0,233.46,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.31,0.03
276,3.22,23.0,24.0,0.06,0.0,234.88,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.95,0.09
277,9.65,23.0,24.0,0.06,0.0,236.3,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.75,1.41
278,13.47,23.0,24.0,0.06,0.0,237.73,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.78,2.6
279,13.54,23.0,24.0,0.06,0.0,239.17,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.7,2.72
280,7.16,23.0,24.0,0.06,0.0,240.61,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.65,0.61
281,14.43,23.0,24.0,0.06,0.0,242.07,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.84,2.68
282,9.53,23.0,24.0,0.06,0.0,243.53,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.62,1.48
283,7.39,23.0,24.0,0.06,0.0,245.0,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.61,0.78
284,14.67,23.0,24.0,0.06,0.0,246.47,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.74,2.8
285,13.31,23.0,24.0,0.06,0.0,247.95,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.61,2.52
286,2.42,23.0,24.0,0.06,0.0,249.44,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.81,0.0
287,14.4,23.0,24.0,0.06,0.0,250.93,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.75,2.63
288,13.97,23.0,24.0,0.06,0.0,252.42,0.01,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.71,2.5
289,13.16,23.0,24.0,0.06,0.0,253.92,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.6,2.33
290,4.04,23.0,24.0,0.06,0.0,255.42,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.12,0.14
291,13.21,23.0,24.0,0.06,0.0,256.93,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.64,2.26
292,11.41,23.0,24.0,0.06,0.0,258.44,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.56,1.84
293,5.79,23.0,24.0,0.06,0.0,259.95,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.55,0.22
294,10.81,23.0,24.0,0.06,0.0,261.46,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.6,1.58
295,10.09,23.0,24.0,0.06,0.0,262.97,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.46,1.41
296,10.71,23.0,24.0,0.06,0.0,264.49,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.52,1.7
297,11.67,23.0,24.0,0.06,0.0,266.0,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.52,1.87
298,12.28,23.0,24.0,0.06,0.0,267.51,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.62,1.91
299,11.02,23.0,24.0,0.06,0.0,269.03,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.45,1.71
300,5.55,23.0,24.0,0.06,0.0,270.54,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.39,0.37
301,2.63,23.0,24.0,0.06,0.0,272.05,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.81,0.07
302,4.68,23.0,24.0,0.06,0.0,273.56,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.26,0.14
303,3.96,23.0,24.0,0.06,0.0,275.07,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.08,0.15
304,11.3,23.0,24.0,0.06,0.0,276.58,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.55,1.66
305,7.83,23.0,24.0,0.06,0.0,278.08,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.25,1.05
306,9.82,23.0,24.0,0.06,0.0,279.58,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.3,1.61
307,5.55,23.0,24.0,0.06,0.0,281.07,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.24,0.45
308,1.53,23.0,24.0,0.06,0.0,282.56,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.48,0.0
309,4.3,23.0,24.0,0.06,0.0,284.05,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.14,0.25
310,7.07,23.0,24.0,0.06,0.0,285.53,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.22,0.9
311,2.62,23.0,24.0,0.06,0.0,287.0,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.73,0.08
312,6.32,23.0,24.0,0.06,0.0,288.47,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.02,0.86
313,9.42,23.0,24.0,0.06,0.0,289.93,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.34,1.34
314,1.77,23.0,24.0,0.06,0.0,291.39,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.56,0.0
315,5.72,23.0,24.0,0.06,0.0,292.83,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.07,0.63
316,5.32,23.0,24.0,0.06,0.0,294.27,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.93,0.56
317,5.48,23.0,24.0,0.06,0.0,295.7,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.99,0.6
318,9.28,23.0,24.0,0.06,0.0,297.12,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.35,1.17
319,7.83,23.0,24.0,0.06,0.0,298.54,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.16,0.95
320,6.92,23.0,24.0,0.06,0.0,299.94,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.05,0.89
321,6.43,23.0,24.0,0.06,0.0,301.33,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.07,0.75
322,4.8,23.0,24.0,0.06,0.0,302.71,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.94,0.41
323,5.15,23.0,24.0,0.06,0.0,304.08,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.93,0.5
324,8.81,23.0,24.0,0.06,0.0,305.44,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.36,0.98
325,6.82,23.0,24.0,0.06,0.0,306.79,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.07,0.76
326,7.59,23.0,24.0,0.06,0.0,308.13,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.18,0.82
327,2.96,23.0,24.0,0.06,0.0,309.45,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.7,0.17
328,3.42,23.0,24.0,0.06,0.0,310.76,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.84,0.16
329,4.88,23.0,24.0,0.06,0.0,312.06,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.97,0.37
330,6.35,23.0,24.0,0.06,0.0,313.34,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.02,0.61
331,8.09,23.0,24.0,0.06,0.0,314.61,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.31,0.77
332,3.8,23.0,24.0,0.06,0.0,315.87,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,0.8,0.25
